valor_t,x,y
14.5,694581,7086254
25.0,423278,7057589
8.300000190734863,496951,7094368
20.5,692335,7069665
12.989999771118164,373892,6994073
11.109999656677246,373294,6992765
15.5,373774,6995073
11.4399995803833,375480,6994309
10.380000114440918,375363,6993603
13.90999984741211,374598,6999073
12.720000267028809,373127,6995309
14.84000015258789,373539,6993838
19.26000022888184,373716,6993956
13.369999885559082,374598,6990662
15.09000015258789,374774,6989253
14.829999923706056,374539,6998750
20.5,372186,6991779
14.5,561065,6922041
12.699999809265137,554212,7022773
13.399999618530272,590852,7105183
24.700000762939453,585252,6955207
16.700000762939453,543403,6899094
17.299999237060547,622542,6881389
20.799999237060547,678869,6938299
15.5,585707,6914131
12.699999809265137,554234,7022822
20.0,529219,7019450
17.399999618530273,469915,7003514
16.600000381469727,443647,7047703
20.89999961853028,432632,7038574
24.0,390829,7029297
19.0,396486,7029101
17.010000228881836,475812,6967782
14.5,529052,6980025
18.89999961853028,541589,6972513
17.799999237060547,640621,6860758
8.5,637818,6806379
14.699999809265137,564806,6900298
17.600000381469727,439061,7039614
17.799999237060547,596698,6869372
25.5,632006,6862038
16.799999237060547,522579,6919747
17.399999618530273,287572,7072611
22.200000762939453,569313,6967904
10.199999809265137,609397,7109023
15.199999809265137,250035,7041363
19.39999961853028,507163,6994773
13.699999809265137,639736,6897673
