valor_s,x,y
6.429999828338623,375363,6993603
10.710000038146973,374598,6999073
9.31999969482422,373127,6995309
11.34000015258789,373539,6993838
17.110000610351562,373716,6993956
4.170000076293945,374598,6990662
11.4399995803833,374774,6989253
12.380000114440918,374539,6998750
18.049999237060547,372186,6991779
4.300000190734863,561065,6922041
2.0,554212,7022773
1.0,590852,7105183
0.4000000059604645,585252,6955207
3.0999999046325684,543403,6899094
2.400000095367432,622542,6881389
1.5,678869,6938299
2.799999952316284,585707,6914131
2.0,554234,7022822
1.2000000476837158,529219,7019450
7.099999904632568,469915,7003514
4.0,443647,7047703
1.7000000476837158,432632,7038574
0.5,390829,7029297
11.699999809265137,396486,7029101
2.400000095367432,475812,6967782
4.800000190734863,529052,6980025
4.400000095367432,541589,6972513
0.800000011920929,640621,6860758
0.8999999761581421,637818,6806379
3.0999999046325684,564806,6900298
1.2000000476837158,439061,7039614
0.6000000238418579,596698,6869372
0.5,632006,6862038
0.699999988079071,522579,6919747
3.900000095367432,287572,7072611
2.299999952316284,569313,6967904
0.699999988079071,609397,7109023
1.2000000476837158,250035,7041363
10.699999809265137,507163,6994773
0.699999988079071,639736,6897673
0.2000000029802322,298456,7008581
31.299999237060547,336440,6998554
1.0,537894,6981060
2.799999952316284,659614,6870607
6.800000190734863,658195,6822240
0.800000011920929,649001,6797439
13.199999809265137,688977,7024911
3.0999999046325684,643835,7045374
15.600000381469728,701926,7019564
